companyName, stockName, high,low, open, close, volume, date
Thales Group, HO.PA, 35.845001220703125, 35.375, 35.81999969482422, 35.52000045776367, 310464.0, 2010-01-04
Thales Group, HO.PA, 35.47499084472656, 34.505001068115234, 35.46500015258789, 34.814998626708984, 1020644.0, 2010-01-05
Thales Group, HO.PA, 34.79499053955078, 34.20000076293945, 34.755001068115234, 34.369998931884766, 492207.0, 2010-01-06
Thales Group, HO.PA, 34.8650016784668, 34.349998474121094, 34.35499954223633, 34.79499053955078, 884986.0, 2010-01-07
Thales Group, HO.PA, 35.79999923706055, 35.20000076293945, 35.54999923706055, 35.40999984741211, 492862.0, 2010-01-08
Thales Group, HO.PA, 35.5, 33.560001373291016, 35.5, 33.560001373291016, 1198783.0, 2010-01-11
Thales Group, HO.PA, 33.95500183105469, 33.529998779296875, 33.82500076293945, 33.779998779296875, 559800.0, 2010-01-12
Thales Group, HO.PA, 34.41999816894531, 33.810001373291016, 33.869998931884766, 33.93000030517578, 478244.0, 2010-01-13
Thales Group, HO.PA, 34.20000076293945, 33.11000061035156, 34.20000076293945, 33.244998931884766, 655801.0, 2010-01-14
Thales Group, HO.PA, 33.790000915527344, 33.04999923706055, 33.380001068115234, 33.255001068115234, 567581.0, 2010-01-15
Thales Group, HO.PA, 33.290000915527344, 32.63999938964844, 32.779998779296875, 33.2400016784668, 400758.0, 2010-01-18
Thales Group, HO.PA, 33.540000915527344, 32.80500030517578, 33.05500030517578, 33.44499969482422, 337958.0, 2010-01-19
Thales Group, HO.PA, 33.505001068115234, 33.05500030517578, 33.35499954223633, 33.130001068115234, 338382.0, 2010-01-20
Thales Group, HO.PA, 33.5, 32.79999923706055, 33.435001373291016, 32.89500045776367, 480093.0, 2010-01-21
Thales Group, HO.PA, 33.209999084472656, 32.78499984741211, 32.935001373291016, 32.89500045776367, 488682.0, 2010-01-22
Thales Group, HO.PA, 32.89500045776367, 32.5, 32.685001373291016, 32.79999923706055, 317301.0, 2010-01-25
Thales Group, HO.PA, 32.67499923706055, 32.2400016784668, 32.6150016784668, 32.56999969482422, 447272.0, 2010-01-26
Thales Group, HO.PA, 32.959999084472656, 32.20000076293945, 32.415000915527344, 32.560001373291016, 375838.0, 2010-01-27
Thales Group, HO.PA, 33.4900016784668, 32.73500061035156, 32.849998474121094, 32.810001373291016, 593160.0, 2010-01-28
Thales Group, HO.PA, 33.0, 32.5099983215332, 32.79999923706055, 32.834999084472656, 318758.0, 2010-01-29
