companyName, stockName, high,low, open, close, volume, date
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-04
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-05
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-06
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-07
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-08
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-11
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-12
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-13
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-14
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-15
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-19
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-20
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-21
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-22
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-25
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-26
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-27
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-28
BNP Paribas, BNP, 45.446998596191406, 45.446998596191406, 45.446998596191406, 45.446998596191406, 0.0, 2010-01-29
