CompanyName, StockName, High,Low, Open, Close, Volume, Date,Pattern_label,Pattern
Veolia,VIE,29.7700004577637,26.1100006103516,26.6100006103516,26.7000007629395,208400, 2019-12-13,2,inverse head and shoulders
Veolia,VIE,30.8500003814697,23.6900005340576,27.0400009155273,23.8999996185303,192900, 2019-12-16,2,inverse head and shoulders
Veolia,VIE,29.9200000762939,24,24.0799999237061,28.6599998474121,116000, 2019-12-17,2,inverse head and shoulders
Veolia,VIE,30.3999996185303,27.1700000762939,29.1100006103516,28.3600006103516,109200, 2019-12-18,2,inverse head and shoulders
Veolia,VIE,29.5,27.1790008544922,27.8500003814697,29,62800, 2019-12-19,2,inverse head and shoulders
Veolia,VIE,30.5,27.8999996185303,28.5499992370605,29.4699993133545,934100, 2019-12-20,2,inverse head and shoulders
Veolia,VIE,30.7700004577637,27.6800003051758,29.9200000762939,30.0100002288818,118100, 2019-12-23,2,inverse head and shoulders
Veolia,VIE,30.4099998474121,27.8799991607666,29.9500007629395,28.3500003814697,30400, 2019-12-24,2,inverse head and shoulders
Veolia,VIE,29,26.6100006103516,28.0200004577637,27.1000003814697,65300, 2019-12-26,2,inverse head and shoulders
Veolia,VIE,28.7399997711182,26.7199993133545,27.0100002288818,27.0499992370605,45800, 2019-12-27,2,inverse head and shoulders
Veolia,VIE,28.3999996185303,25.1800003051758,27.0799999237061,25.9500007629395,81500, 2019-12-30,2,inverse head and shoulders
Veolia,VIE,27.2299995422363,25.3099994659424,25.8500003814697,27.1499996185303,70600, 2019-12-31,2,inverse head and shoulders
Veolia,VIE,27.6499996185303,25.7099990844727,27.2600002288818,26.1800003051758,46000, 2020-01-02,2,inverse head and shoulders
Veolia,VIE,26.5799999237061,25.0599994659424,26.3199996948242,25.7099990844727,96500, 2020-01-03,2,inverse head and shoulders
Veolia,VIE,28.2049999237061,25.5100002288818,25.5100002288818,27.7000007629395,52800, 2020-01-06,3,ascending
Veolia,VIE,28.5,26.2999992370605,27.5900001525879,27.8799991607666,105900, 2020-01-07,3,ascending
Veolia,VIE,30.2199993133545,27.5599994659424,27.8500003814697,29.7299995422363,131400, 2020-01-08,3,ascending
Veolia,VIE,30.3400001525879,28.5799999237061,30.2299995422363,29.0499992370605,157800, 2020-01-09,3,ascending
Veolia,VIE,30.1800003051758,28.5499992370605,29.1000003814697,30.1599998474121,93700, 2020-01-10,3,ascending
Veolia,VIE,34.5,29.0249996185303,30.2299995422363,33.1599998474121,174500, 2020-01-13,3,ascending
Veolia,VIE,38.3300018310547,31.1849994659424,32.3199996948242,37.5499992370605,110100, 2020-01-14,3,ascending
Veolia,VIE,42.5800018310547,35.1399993896484,37.7900009155273,42.4700012207031,79800, 2020-01-15,3,ascending
Veolia,VIE,47.7900009155273,43.2299995422363,43.8400001525879,47,216500, 2020-01-16,3,ascending
Veolia,VIE,47.1100006103516,40.0400009155274,47.0099983215332,40.1500015258789,87800, 2020-01-17,3,ascending
Veolia,VIE,40.1500015258789,38.0099983215332,40,38.0299987792969,97700, 2020-01-21,3,ascending
Veolia,VIE,38,33.9700012207031,38,35.2000007629395,119700, 2020-01-22,3,ascending
Veolia,VIE,36.0699996948242,34.560001373291,34.7900009155273,35.5800018310547,36500, 2020-01-23,3,ascending
Veolia,VIE,37.7099990844727,34.5299987792969,35.7999992370605,37.1300010681152,97900, 2020-01-24,3,ascending
Veolia,VIE,42.8499984741211,35.75,36.3300018310547,42.2400016784668,99400, 2020-01-27,3,ascending
Veolia,VIE,46.0499992370606,42.5,43.7200012207031,44.2000007629395,69300, 2020-01-28,3,ascending
Veolia,VIE,45.1100006103516,42.2599983215332,44.189998626709,43.0400009155273,76800, 2020-01-29,3,ascending
Veolia,VIE,42.8450012207031,40,42.5,40.5499992370605,73200, 2020-01-30,3,ascending
Veolia,VIE,40.2000007629395,38.0499992370605,40,39.3499984741211,123800, 2020-01-31,3,ascending
Veolia,VIE,43.8400001525879,39.4599990844727,39.5999984741211,43.1699981689453,94800, 2020-02-03,3,ascending
Veolia,VIE,42.2319984436035,37.701000213623,42.0099983215332,39.7999992370605,113700, 2020-02-04,3,ascending
Veolia,VIE,40.8300018310547,37.7900009155273,40.3400001525879,38.4000015258789,52100, 2020-02-05,3,ascending
Veolia,VIE,38.6800003051758,35.3450012207031,38.5200004577637,37.7700004577637,48300, 2020-02-06,3,ascending
Veolia,VIE,38.2319984436035,35.3849983215332,37.1800003051758,36.8899993896484,40300, 2020-02-07,3,ascending
Veolia,VIE,38.0400009155273,35.560001373291,38.0200004577637,36.3199996948242,13600, 2020-02-10,3,ascending
Veolia,VIE,39.689998626709,35.6199989318848,36.6599998474121,39.2900009155273,18200, 2020-02-11,3,ascending
Veolia,VIE,40.2150001525879,38,39.4599990844727,38.4799995422363,25400, 2020-02-12,3,ascending
Veolia,VIE,39.5999984741211,37.5,38.2799987792969,37.9000015258789,14600, 2020-02-13,3,ascending
Veolia,VIE,37.9000015258789,36.0099983215332,37.9000015258789,37.5099983215332,15300, 2020-02-14,3,ascending
Veolia,VIE,45.5,38.5299987792969,38.5299987792969,44.8400001525879,73200, 2020-02-18,3,ascending
Veolia,VIE,48,44.8400001525879,45.9500007629395,47.2000007629395,51100, 2020-02-19,3,ascending
Veolia,VIE,47.939998626709,42.939998626709,47.939998626709,44.810001373291,40300, 2020-02-20,3,ascending
Veolia,VIE,46,43.1500015258789,44.9099998474121,44.4599990844727,17400, 2020-02-21,3,ascending
Veolia,VIE,44,41.1669998168945,42.8199996948242,42.0900001525879,41600, 2020-02-24,3,ascending
Veolia,VIE,43.7000007629395,38.939998626709,43.4799995422363,39.4700012207031,59200, 2020-02-25,3,ascending
Veolia,VIE,43.6599998474121,39.2550010681152,39.75,43.060001373291,48100, 2020-02-26,3,ascending
Veolia,VIE,45.3680000305176,40.2799987792969,42.5,40.8400001525879,40100, 2020-02-27,3,ascending
Veolia,VIE,44.060001373291,37.5499992370605,40.1399993896484,43.6399993896484,66600, 2020-02-28,3,ascending
Veolia,VIE,44.7449989318848,40.3899993896484,43.6399993896484,41.0999984741211,90000, 2020-03-02,3,ascending
Veolia,VIE,44.6599998474121,40.9199981689453,41.0099983215332,44.6599998474121,91100, 2020-03-03,3,ascending
Veolia,VIE,70.6600036621094,42.8619995117188,44.5,52.8800010681152,405900, 2020-03-04,4,cup with handle
Veolia,VIE,52.5,48.0800018310547,51.1800003051758,49.3400001525879,79400, 2020-03-05,4,cup with handle
Veolia,VIE,50.9589996337891,46.3899993896484,47.9000015258789,49.8300018310547,102000, 2020-03-06,4,cup with handle
Veolia,VIE,50.9500007629395,47.0499992370606,47.5299987792969,49.2700004577637,47200, 2020-03-09,4,cup with handle
Veolia,VIE,50.7299995422363,45.810001373291,50.5,50.7200012207031,119900, 2020-03-10,4,cup with handle
Veolia,VIE,57.9529991149902,47.810001373291,49.7900009155273,53.8800010681152,86300, 2020-03-11,4,cup with handle
Veolia,VIE,52.5,32.5299987792969,48,40.4700012207031,209900, 2020-03-12,4,cup with handle
Veolia,VIE,43.1100006103516,34.1300010681152,43.1100006103516,39.0800018310547,156400, 2020-03-13,4,cup with handle
Veolia,VIE,34.4599990844727,26.1900005340576,31,26.8799991607666,134800, 2020-03-16,4,cup with handle
Veolia,VIE,32.3800010681152,27,27.4699993133545,31.9099998474121,81600, 2020-03-17,4,cup with handle
Veolia,VIE,32,27.2870006561279,30,30.1499996185303,67100, 2020-03-18,4,cup with handle
Veolia,VIE,33.2949981689453,25.0300006866455,29.6100006103516,31.8500003814697,181500, 2020-03-19,4,cup with handle
Veolia,VIE,44.189998626709,29.4400005340576,31.6200008392334,44.189998626709,171600, 2020-03-20,4,cup with handle
Veolia,VIE,41.0099983215332,30,41.0099983215332,31.1000003814697,165000, 2020-03-23,4,cup with handle
Veolia,VIE,38,30.1200008392334,34.7999992370605,37.9500007629395,152100, 2020-03-24,4,cup with handle
Veolia,VIE,36.0499992370605,32.0900001525879,36.0499992370605,32.8400001525879,71400, 2020-03-25,4,cup with handle
Veolia,VIE,38.810001373291,31.5799999237061,32.8699989318848,38.810001373291,146000, 2020-03-26,4,cup with handle
Veolia,VIE,37.7999992370605,33.0099983215332,36.9700012207031,35.6100006103516,94900, 2020-03-27,4,cup with handle
Veolia,VIE,38.0099983215332,33.9000015258789,35.8600006103516,38.0099983215332,72400, 2020-03-30,4,cup with handle
Veolia,VIE,39.8800010681152,36.1500015258789,37.7999992370605,38,82500, 2020-03-31,4,cup with handle
Veolia,VIE,38.0299987792969,33.5999984741211,37.189998626709,36.5200004577637,80600, 2020-04-01,4,cup with handle
Veolia,VIE,37,29.9400005340576,35.5900001525879,31.9899997711182,232400, 2020-04-02,4,cup with handle
Veolia,VIE,33.439998626709,27.5100002288818,32.2400016784668,30.8199996948242,129200, 2020-04-03,4,cup with handle
Veolia,VIE,31.7099990844727,29,30.9099998474121,30.5200004577637,164300, 2020-04-06,4,cup with handle
Veolia,VIE,32,29.5100002288818,30.9799995422363,29.8999996185303,146700, 2020-04-07,4,cup with handle
Veolia,VIE,31.1599998474121,29.3500003814697,30.0900001525879,31.1599998474121,89100, 2020-04-08,4,cup with handle
Veolia,VIE,35.189998626709,30.5389995574951,31.1499996185303,32.6199989318848,174000, 2020-04-09,4,cup with handle
Veolia,VIE,33.2249984741211,30.7999992370605,32.7000007629395,32.6100006103516,50900, 2020-04-13,4,cup with handle
Veolia,VIE,39.9000015258789,33.439998626709,33.5699996948242,38.7799987792969,90500, 2020-04-14,4,cup with handle
Veolia,VIE,42,35.7200012207031,38.7900009155273,38.9000015258789,65400, 2020-04-15,4,cup with handle
Veolia,VIE,40.0999984741211,34.734001159668,39.6699981689453,37,144200, 2020-04-16,4,cup with handle
Veolia,VIE,39.7599983215332,36.5499992370605,37.9799995422363,38.0099983215332,72900, 2020-04-17,4,cup with handle
Veolia,VIE,42.9900016784668,37.6500015258789,37.6500015258789,39.1699981689453,113200, 2020-04-20,4,cup with handle
Veolia,VIE,41.9500007629395,38.9799995422363,38.9799995422363,40.4599990844727,160500, 2020-04-21,4,cup with handle
Veolia,VIE,43.3400001525879,41.1300010681152,41.8499984741211,43.1599998474121,31900, 2020-04-22,4,cup with handle
Veolia,VIE,47.4000015258789,40.1399993896484,43.5299987792969,41.3899993896484,89400, 2020-04-23,4,cup with handle
Veolia,VIE,43.8800010681152,38.5,41.310001373291,41.5499992370606,31400, 2020-04-24,4,cup with handle
Veolia,VIE,48.3800010681152,41.5299987792969,42.9000015258789,43.8699989318848,60300, 2020-04-27,4,cup with handle
Veolia,VIE,44.8860015869141,41.9000015258789,44.7000007629395,42.7299995422363,78400, 2020-04-28,4,cup with handle
Veolia,VIE,47.5,43.7900009155274,47,46.1399993896484,149700, 2020-04-29,4,cup with handle
Veolia,VIE,45.5200004577637,40.6300010681152,45.5200004577637,40.6300010681152,90300, 2020-04-30,5,descending
Veolia,VIE,40.0200004577637,36.7999992370605,40.0200004577637,38.810001373291,138100, 2020-05-01,5,descending
Veolia,VIE,40.0299987792969,36.8600006103516,38.3300018310547,39.3699989318848,51800, 2020-05-04,5,descending
Veolia,VIE,45,39.5,39.8300018310547,42.9599990844727,175900, 2020-05-05,5,descending
Veolia,VIE,44.7700004577637,39.4000015258789,43.0900001525879,39.9700012207031,439800, 2020-05-06,5,descending
Veolia,VIE,46.5200004577637,37.5,40.689998626709,44,319400, 2020-05-07,5,descending
Veolia,VIE,48.4099998474121,42.8199996948242,43.9000015258789,47.2000007629395,120700, 2020-05-08,5,descending
Veolia,VIE,52.0299987792969,44.6599998474121,46.9300003051758,51.310001373291,114100, 2020-05-11,5,descending
Veolia,VIE,55,49.2599983215332,51.4099998474121,49.6100006103516,143900, 2020-05-12,5,descending
Veolia,VIE,50.8899993896484,45.8600006103516,49.6199989318848,48.2299995422363,120100, 2020-05-13,5,descending
Veolia,VIE,52.8300018310547,45.882999420166,49.25,50.7000007629395,249200, 2020-05-14,5,descending
Veolia,VIE,52.5999984741211,50.1599998474121,50.8199996948242,51.5499992370606,238600, 2020-05-15,5,descending
Veolia,VIE,53.4099998474121,49.3499984741211,53.1300010681152,51.5200004577637,110700, 2020-05-18,5,descending
Veolia,VIE,54.3499984741211,51.3499984741211,51.4500007629395,54.2099990844727,451000, 2020-05-19,5,descending
Veolia,VIE,65,55.3199996948242,55.3199996948242,60,195900, 2020-05-20,5,descending
Veolia,VIE,60,55.0099983215332,57.6399993896484,59.75,230200, 2020-05-21,5,descending
Veolia,VIE,62.689998626709,57.2900009155273,59.8800010681152,60.2099990844727,162000, 2020-05-22,5,descending
Veolia,VIE,62.2400016784668,54.1599998474121,62.060001373291,56.7999992370605,260800, 2020-05-26,5,descending
Veolia,VIE,55.7599983215332,51,55.7599983215332,51.5699996948242,283600, 2020-05-27,5,descending
Veolia,VIE,48.9799995422363,44.9099998474121,48.2999992370606,45.6199989318848,1790500, 2020-05-28,5,descending
Veolia,VIE,49.1399993896484,45.6199989318848,45.7999992370606,46.9000015258789,1069600, 2020-05-29,5,descending
Veolia,VIE,50.939998626709,45.7999992370606,46.9199981689453,48.1699981689453,640300, 2020-06-01,5,descending
Veolia,VIE,52.7999992370606,47.9700012207031,49,52.1500015258789,478700, 2020-06-02,5,descending
Veolia,VIE,57.1100006103516,51.2529983520508,52.1599998474121,54.939998626709,635500, 2020-06-03,5,descending
Veolia,VIE,57.6800003051758,49.8199996948242,55,51.3499984741211,389300, 2020-06-04,5,descending
Veolia,VIE,55.6100006103516,49.2200012207031,53.9000015258789,49.7299995422363,747300, 2020-06-05,5,descending
Veolia,VIE,51.9799995422363,49.375,51.9799995422363,50,498500, 2020-06-08,5,descending
Veolia,VIE,51.2900009155274,48.4850006103516,49.4900016784668,50,323500, 2020-06-09,5,descending
Veolia,VIE,53.4500007629395,49.7000007629395,50.6599998474121,51.9599990844727,312200, 2020-06-10,5,descending
Veolia,VIE,52.4500007629395,50.1199989318848,51.6500015258789,51.4500007629395,293800, 2020-06-11,5,descending
Veolia,VIE,55.1800003051758,45.0050010681152,54.5099983215332,46.8300018310547,557800, 2020-06-12,5,descending
Veolia,VIE,49.5299987792969,46.1399993896484,46.5200004577637,48.560001373291,508200, 2020-06-15,5,descending
Veolia,VIE,49.5,47.9199981689453,48.5999984741211,48.9000015258789,622700, 2020-06-16,5,descending
Veolia,VIE,49.4799995422363,48.5,49.060001373291,49.0299987792969,664000, 2020-06-17,5,descending
Veolia,VIE,49.1800003051758,47.5999984741211,48.6100006103516,48.9700012207031,803600, 2020-06-18,5,descending
Veolia,VIE,50.7299995422363,47.5349998474121,49.0800018310547,48.9599990844727,1335700, 2020-06-19,5,descending
Veolia,VIE,48.9679985046387,44.2099990844727,48.5099983215332,46.4599990844727,812500, 2020-06-22,5,descending
Veolia,VIE,48.3800010681152,45.4099998474121,47.1100006103516,46.2299995422363,716100, 2020-06-23,5,descending
Veolia,VIE,49.7799987792969,45.7799987792969,45.7900009155273,48.6599998474121,379600, 2020-06-24,5,descending
Veolia,VIE,55.1500015258789,48.3400001525879,49.0200004577637,53.3499984741211,815900, 2020-06-25,5,descending
Veolia,VIE,53.9500007629395,42,52.8600006103516,42.5400009155274,2834500, 2020-06-26,6,wedge
Veolia,VIE,44.5999984741211,42.2000007629395,43.9000015258789,42.8300018310547,379200, 2020-06-29,6,wedge
Veolia,VIE,44,41.0200004577637,42.4199981689453,43.3199996948242,386500, 2020-06-30,6,wedge
Veolia,VIE,44.2050018310547,40.8499984741211,43.0200004577637,41.4500007629395,320100, 2020-07-01,6,wedge
Veolia,VIE,44.4300003051758,41.8499984741211,41.9700012207031,42.7099990844727,280200, 2020-07-02,6,wedge
Veolia,VIE,44.5800018310547,42.5699996948242,43.2400016784668,44.2000007629395,233300, 2020-07-06,6,wedge
Veolia,VIE,43.9799995422363,41.6699981689453,43.9799995422363,42.2900009155273,218500, 2020-07-07,6,wedge
Veolia,VIE,43.4099998474121,42.0880012512207,42.6199989318848,43.2799987792969,200800, 2020-07-08,6,wedge
Veolia,VIE,44.6599998474121,42.2700004577637,43.3699989318848,42.3899993896484,358900, 2020-07-09,6,wedge
Veolia,VIE,42.1699981689453,38.2000007629395,42.1699981689453,38.8600006103516,304400, 2020-07-10,6,wedge
Veolia,VIE,40.0849990844727,38.2200012207031,39.5200004577637,38.3499984741211,223700, 2020-07-13,6,wedge
Veolia,VIE,40.8499984741211,38.5480003356934,39.1300010681152,40.810001373291,361800, 2020-07-14,6,wedge
Veolia,VIE,43,40.1100006103516,42.5499992370605,42.0200004577637,280600, 2020-07-15,6,wedge
Veolia,VIE,42.2400016784668,39.9169998168945,41.7299995422363,41.6800003051758,201400, 2020-07-16,6,wedge
Veolia,VIE,43.1199989318848,40.25,41.6599998474121,42.9099998474121,239300, 2020-07-17,6,wedge
Veolia,VIE,43.7999992370605,41.75,43.0800018310547,42.7599983215332,190900, 2020-07-20,6,wedge
Veolia,VIE,43.1599998474121,39,43.1199989318848,39.0499992370605,255800, 2020-07-21,6,wedge
Veolia,VIE,39.4860000610352,38.0999984741211,39.0299987792969,39.25,120800, 2020-07-22,6,wedge
Veolia,VIE,40.2200012207031,37.4799995422363,39.4000015258789,37.9500007629395,141500, 2020-07-23,6,wedge
Veolia,VIE,38.0299987792969,36.2200012207031,37.7200012207031,37.6300010681152,116200, 2020-07-24,6,wedge
Veolia,VIE,38.689998626709,37.3740005493164,37.7400016784668,38.4199981689453,99300, 2020-07-27,6,wedge
Veolia,VIE,38.7000007629395,37,38.0900001525879,38.4000015258789,182500, 2020-07-28,6,wedge
Veolia,VIE,38.7099990844727,36.9199981689453,38.7000007629395,37.3699989318848,114200, 2020-07-29,6,wedge
Veolia,VIE,38.5,36.939998626709,36.939998626709,37.6300010681152,108700, 2020-07-30,6,wedge
Veolia,VIE,37.6599998474121,34.8300018310547,37.6199989318848,36.6100006103516,175000, 2020-07-31,6,wedge
Veolia,VIE,37.310001373291,36.0699996948242,36.4000015258789,36.8499984741211,139700, 2020-08-03,6,wedge
Veolia,VIE,37.1100006103516,35.5099983215332,36.8699989318848,36.0699996948242,133600, 2020-08-04,6,wedge
Veolia,VIE,36.4049987792969,34.6049995422363,36.3699989318848,35.4300003051758,150800, 2020-08-05,6,wedge
Veolia,VIE,35.6399993896484,34.6500015258789,35.6300010681152,35.060001373291,103500, 2020-08-06,6,wedge
Veolia,VIE,37.6599998474121,34.9650001525879,35.0499992370605,37.2900009155273,144100, 2020-08-07,6,wedge
Veolia,VIE,38.25,36.4799995422363,37.3300018310547,37.5699996948242,100900, 2020-08-10,6,wedge
Veolia,VIE,37.7099990844727,36.0099983215332,37.7099990844727,36.3800010681152,159700, 2020-08-11,6,wedge
Veolia,VIE,38.9700012207031,35.9799995422363,36.7000007629395,38.4099998474121,131700, 2020-08-12,6,wedge
Veolia,VIE,39.75,35,39.75,38.6300010681152,437700, 2020-08-13,6,wedge
Veolia,VIE,38.7900009155273,36.1199989318848,38.4900016784668,36.1199989318848,156600, 2020-08-14,6,wedge
Veolia,VIE,36.7599983215332,34.7000007629395,36.310001373291,35.2299995422363,305000, 2020-08-17,6,wedge
Veolia,VIE,36.9000015258789,35,35.3600006103516,35.5099983215332,183300, 2020-08-18,6,wedge
Veolia,VIE,35.8699989318848,34.25,35.7999992370605,34.4599990844727,176000, 2020-08-19,6,wedge
Veolia,VIE,35.6749992370605,34.1100006103516,34.1100006103516,35.3499984741211,134500, 2020-08-20,6,wedge
Veolia,VIE,35.5999984741211,34.4300003051758,35.3400001525879,35.2200012207031,139500, 2020-08-21,6,wedge
Veolia,VIE,35.5499992370605,33.0699996948242,35.4900016784668,33.2299995422363,247100, 2020-08-24,6,wedge
Veolia,VIE,35.1800003051758,32.6510009765625,33.060001373291,34.6399993896484,143500, 2020-08-25,6,wedge
Veolia,VIE,34.9799995422363,33.5299987792969,34.5499992370605,33.5999984741211,51700, 2020-08-26,6,wedge
Veolia,VIE,33.9599990844727,32.310001373291,33.9599990844727,33.2000007629395,135500, 2020-08-27,6,wedge
Veolia,VIE,33.9000015258789,32.3400001525879,33.4199981689453,32.6300010681152,121100, 2020-08-28,6,wedge
Veolia,VIE,34.7900009155273,32.4900016784668,32.4900016784668,33.689998626709,268600, 2020-08-31,6,wedge
Veolia,VIE,33.4099998474121,30.3700008392334,33.2999992370605,30.9599990844727,207300, 2020-09-01,6,wedge
Veolia,VIE,32.7000007629395,30.5610008239746,30.7900009155273,32.6300010681152,81800, 2020-09-02,6,wedge
Veolia,VIE,32.6469993591309,30.2299995422363,32.4900016784668,30.2800006866455,169000, 2020-09-03,6,wedge
Veolia,VIE,32.1500015258789,28.3500003814697,30.3199996948242,31.75,179900, 2020-09-04,6,wedge
Veolia,VIE,33.4300003051758,30.9799995422363,31.5200004577637,32.7900009155273,158100, 2020-09-08,6,wedge
Veolia,VIE,33.5,32.2799987792969,32.7599983215332,33.2000007629395,111900, 2020-09-09,6,wedge
Veolia,VIE,33.9900016784668,31.7099990844727,33.5400009155273,31.8600006103516,122400, 2020-09-10,6,wedge
Veolia,VIE,32.6500015258789,30.6900005340576,32.2099990844727,30.9400005340576,77400, 2020-09-11,6,wedge
Veolia,VIE,36.2299995422363,31.5,31.5,35.1599998474121,278200, 2020-09-14,6,wedge
Veolia,VIE,37.3699989318848,34.0200004577637,35.0800018310547,34.2999992370605,147600, 2020-09-15,6,wedge
Veolia,VIE,36.0849990844727,33.6949996948242,34.8300018310547,33.8300018310547,143500, 2020-09-16,6,wedge
Veolia,VIE,34.6800003051758,31.8700008392334,33.4000015258789,32.0499992370605,160300, 2020-09-17,6,wedge
Veolia,VIE,32.5400009155273,28.7700004577637,32.5400009155273,29.7399997711182,1215900, 2020-09-18,6,wedge
Veolia,VIE,29.3050003051758,26.8199996948242,28.9200000762939,26.9799995422363,318700, 2020-09-21,6,wedge
Veolia,VIE,27.6700000762939,25.7099990844727,27,26.9599990844727,195100, 2020-09-22,6,wedge
Veolia,VIE,27.9899997711182,25.7000007629395,26.7199993133545,25.7800006866455,172300, 2020-09-23,6,wedge
